word,reason
unafuga,no_usable_definitions
mnafuga,no_usable_definitions
anafuga,no_usable_definitions
wanafuga,no_usable_definitions
ninaweza,no_usable_definitions
tunaweza,no_usable_definitions
unaweza,no_usable_definitions
mnaweza,no_usable_definitions
anaweza,no_usable_definitions
wanaweza,no_usable_definitions
ninatunza,no_usable_definitions
tunatunza,no_usable_definitions
unatunza,no_usable_definitions
mnatunza,no_usable_definitions
anatunza,no_usable_definitions
wanatunza,no_usable_definitions
ninanawa,no_usable_definitions
tunanawa,no_usable_definitions
unanawa,no_usable_definitions
mnanawa,no_usable_definitions
ananawa,no_usable_definitions
wananawa,no_usable_definitions
tunaogelea,no_usable_definitions
ninaogelea,no_usable_definitions
unaogelea,no_usable_definitions
mnaogelea,no_usable_definitions
anaogelea,no_usable_definitions
wanaogelea,no_usable_definitions
ninaanza,no_usable_definitions
tunaanza,no_usable_definitions
unaanza,no_usable_definitions
mnaanza,no_usable_definitions
anaanza,no_usable_definitions
wanaanza,no_usable_definitions
ninawinda,no_usable_definitions
tunawinda,no_usable_definitions
unawinda,no_usable_definitions
mnawinda,no_usable_definitions
anawinda,no_usable_definitions
wanawinda,no_usable_definitions
ninazoea,no_usable_definitions
tunazoea,no_usable_definitions
unazoea,no_usable_definitions
mnazoea,no_usable_definitions
anazoea,no_usable_definitions
wanazoea,no_usable_definitions
ninapanda,no_usable_definitions
tunapanda,no_usable_definitions
unapanda,no_usable_definitions
mnapanda,no_usable_definitions
anapanda,no_usable_definitions
wanapanda,no_usable_definitions
ninaendesha,no_usable_definitions
tunaendesha,no_usable_definitions
unaendesha,no_usable_definitions
mnaendesha,no_usable_definitions
anaendesha,no_usable_definitions
wanaendesha,no_usable_definitions
kutembelea,no_usable_definitions
ninatembelea,no_usable_definitions
tunatembelea,no_usable_definitions
unatembelea,no_usable_definitions
mnatembelea,no_usable_definitions
anatembelea,no_usable_definitions
wanatembelea,no_usable_definitions
ninainua,no_usable_definitions
tunainua,no_usable_definitions
unainua,no_usable_definitions
mnainua,no_usable_definitions
anainua,no_usable_definitions
wanainua,no_usable_definitions
ninakaa,no_usable_definitions
tunakaa,no_usable_definitions
unakaa,no_usable_definitions
mnakaa,no_usable_definitions
anakaa,no_usable_definitions
wanakaa,no_usable_definitions
kuzungumza,no_usable_definitions
kumeza,no_usable_definitions
ninataka,no_usable_definitions
tunataka,no_usable_definitions
unataka,no_usable_definitions
mnataka,no_usable_definitions
anataka,no_usable_definitions
wanataka,no_usable_definitions
ninajenga,no_usable_definitions
tunajenga,no_usable_definitions
unajenga,no_usable_definitions
mnajenga,no_usable_definitions
anajenga,no_usable_definitions
wanajenga,no_usable_definitions
ninatuma,no_usable_definitions
tunatuma,no_usable_definitions
unatuma,no_usable_definitions
mnatuma,no_usable_definitions
anatuma,no_usable_definitions
wanatuma,no_usable_definitions
ninazima,no_usable_definitions
tunazima,no_usable_definitions
unazima,no_usable_definitions
mnazima,no_usable_definitions
anazima,no_usable_definitions
wanazima,no_usable_definitions
kujengwa,no_usable_definitions
inajengwa,no_usable_definitions
anajengwa,no_usable_definitions
kunukia,no_usable_definitions
kunuka,no_usable_definitions
kunukilia,no_usable_definitions
yananukia,no_usable_definitions
hatuna,no_usable_definitions
hawana,no_usable_definitions
hauna,no_usable_definitions
kuondoka,no_usable_definitions
aondoka,no_usable_definitions
kuugua,no_usable_definitions
kupelekwa,no_usable_definitions
kuwasili,no_usable_definitions
awasili,no_usable_definitions
amewasili,no_usable_definitions
jijini,no_usable_definitions
kuandikia,no_usable_definitions
shambani,no_usable_definitions
kufuliwa,no_usable_definitions
kunyonya,no_usable_definitions
kufyonza,no_usable_definitions
kuolewa,no_usable_definitions
kubusu,no_usable_definitions
kupigwa,no_usable_definitions
kupigana,no_usable_definitions
kufanyika,no_usable_definitions
kutafuta,no_usable_definitions
kukaribisha,no_usable_definitions
getini,no_usable_definitions
kuajiri,no_usable_definitions
kuajiri,no_usable_definitions
kunipa,no_usable_definitions
kuashiria,no_usable_definitions
kuavya,no_usable_definitions
kubaini,no_usable_definitions
kubaini,no_usable_definitions
kubainisha,no_usable_definitions
kukamata,no_usable_definitions
Myama,no_usable_definitions
kubamba,no_usable_definitions
kubambika,no_usable_definitions
kuwekeza,no_usable_definitions
kufyeka,no_usable_definitions
kupinda,no_usable_definitions
kutumbuiza,no_usable_definitions
kusambaa,no_usable_definitions
kumwaga,no_usable_definitions
kuparamia,no_usable_definitions
kuiba,no_usable_definitions
kushutumu,no_usable_definitions
kushutumu,no_usable_definitions
kutisha,no_usable_definitions
kutishia,no_usable_definitions
kukamatwa,no_usable_definitions
kufurahi,no_usable_definitions
kuruka,no_usable_definitions
kupepetana,no_usable_definitions
kudai,no_usable_definitions
kudai,no_usable_definitions
kudaiwa,no_usable_definitions
kuvuliwa,no_usable_definitions
kubashiri,no_usable_definitions
kubashiri,no_usable_definitions
kubonyeza,no_usable_definitions
kuboresha,no_usable_definitions
kupuuza,no_usable_definitions
kuranda,no_usable_definitions
kusafirisha,no_usable_definitions
kuvimbiwa,no_usable_definitions
kutega,no_usable_definitions
kulinganisha,no_usable_definitions
kususia,no_usable_definitions
kumudu,no_usable_definitions
kumudu,no_usable_definitions
namna gani,unknown_pos
kusahihisha,no_usable_definitions
kukusudi,no_usable_definitions
kukusudi,no_usable_definitions
kuongea,no_usable_definitions
kuelewa,no_usable_definitions
kutunuku,no_usable_definitions
kutunuku,no_usable_definitions
kutunukia,no_usable_definitions
kurekodi,no_usable_definitions
kurekodi,no_usable_definitions
kuwania,no_usable_definitions
kutegemea,no_usable_definitions
kupasua,no_usable_definitions
kuanga,no_usable_definitions
twende,no_usable_definitions
yakana,no_usable_definitions
kupumzika,no_usable_definitions
kuongeza,no_usable_definitions
kuongezeka,no_usable_definitions
kumada,no_usable_definitions
kutesa,no_usable_definitions
kurekebisha,no_usable_definitions
kujesha,no_usable_definitions
kukoma,no_usable_definitions
kumiliki,no_usable_definitions
kumiliki,no_usable_definitions
kufuata,no_usable_definitions
kuhusu,no_usable_definitions
kuhusu,no_usable_definitions
kuelekeza,no_usable_definitions
kuelekezwa,no_usable_definitions
kuitwa,no_usable_definitions
kunukuu,no_usable_definitions
kunukuu,no_usable_definitions
kuepuka,no_usable_definitions
kufariki,no_usable_definitions
kufariki,no_usable_definitions
kutusi,no_usable_definitions
kutusi,no_usable_definitions
kuumba,no_usable_definitions
kupoa,no_usable_definitions
kutendeka,no_usable_definitions
kutendekeza,no_usable_definitions
kutoweka,no_usable_definitions
kufia,no_usable_definitions
kupatikana,no_usable_definitions
kuzikwa,no_usable_definitions
kuzika,no_usable_definitions
kujulika,no_usable_definitions
kujulikana,no_usable_definitions
kuathiri,no_usable_definitions
kuathiri,no_usable_definitions
kuathiriwa,no_usable_definitions
kutangulia,no_usable_definitions
kuhalifu,no_usable_definitions
kuhalifu,no_usable_definitions
kujamii,no_usable_definitions
kujamii,no_usable_definitions
kufuatilia,no_usable_definitions
kulemaa,no_usable_definitions
kulemaza,no_usable_definitions
kulemazwa,no_usable_definitions
kufafanua,no_usable_definitions
kuzembea,no_usable_definitions
kusomea,no_usable_definitions
kupaka,no_usable_definitions
kujuana,no_usable_definitions
nipo,no_usable_definitions
tumo,no_usable_definitions
uko,no_usable_definitions
mko,no_usable_definitions
yumo,no_usable_definitions
kunakili,no_usable_definitions
kunakili,no_usable_definitions
kutunga,no_usable_definitions
kutendwa,no_usable_definitions
kurejea,no_usable_definitions
wewe ni nani,unknown_pos
kusaini,no_usable_definitions
kusaini,no_usable_definitions
kuteka,no_usable_definitions
kutakasa,no_usable_definitions
kutabiri,no_usable_definitions
kutabiri,no_usable_definitions
kuonana,no_usable_definitions
kusanifu,no_usable_definitions
kuruhusu,no_usable_definitions
kuruhusu,no_usable_definitions
kuruhusiwa,no_usable_definitions
kupangiwa,no_usable_definitions
kuzungumzwa,no_usable_definitions
kujeruhi,no_usable_definitions
kujeruhi,no_usable_definitions
kupendekeza,no_usable_definitions
kusimika,no_usable_definitions
kusimikwa,no_usable_definitions
kuandikwa,no_usable_definitions
kuwanga,no_usable_definitions
kulegea,no_usable_definitions
kuwakilisha,no_usable_definitions
kuanzia,no_usable_definitions
kufurahia,no_usable_definitions
kuhesabu,no_usable_definitions
kuhesabu,no_usable_definitions
kusorora,no_usable_definitions
kusononeka,no_usable_definitions
kukata,no_usable_definitions
kubidi,no_usable_definitions
kubidi,no_usable_definitions
ziwe,no_usable_definitions
viwe,no_usable_definitions
kiwe,no_usable_definitions
liwe,no_usable_definitions
kusalimu,no_usable_definitions
kusalimu,no_usable_definitions
kukosa,no_usable_definitions
kudhani,no_usable_definitions
kudhani,no_usable_definitions
kucheki,no_usable_definitions
kucheki,no_usable_definitions
kugomba,no_usable_definitions
kugombea,no_usable_definitions
kukufuru,no_usable_definitions
kukufuru,no_usable_definitions
kutamka,no_usable_definitions
kuandikiana,no_usable_definitions
kujamiiana,no_usable_definitions
kujamiana,no_usable_definitions
kunasa,no_usable_definitions
kulingana,no_usable_definitions
kulalama,no_usable_definitions
kulalamika,no_usable_definitions
kukunja,no_usable_definitions
kukopi,no_usable_definitions
kukopi,no_usable_definitions
kupaa,no_usable_definitions
kupaza,no_usable_definitions
kushiba,no_usable_definitions
kukatwa,no_usable_definitions
kuharibika,no_usable_definitions
kuzawa,no_usable_definitions
kuliwa,no_usable_definitions
kujaa,no_usable_definitions
kukumbuka,no_usable_definitions
wamlambe,no_usable_definitions
wamnyonye,no_usable_definitions
kuwahiwa,no_usable_definitions
kuelewana,no_usable_definitions
kukanusha,no_usable_definitions
kujumuisha,no_usable_definitions
kuidhinisha,no_usable_definitions
kuhalisi,no_usable_definitions
kuhakiki,no_usable_definitions
kuhakiki,no_usable_definitions
kugharimu,no_usable_definitions
kugharimu,no_usable_definitions
kughairi,no_usable_definitions
kughairi,no_usable_definitions
kufunza,no_usable_definitions
kufumba,no_usable_definitions
kufikira,no_usable_definitions
kufariji,no_usable_definitions
kufariji,no_usable_definitions
kuahidi,no_usable_definitions
kuahidi,no_usable_definitions
kufanikiwa,no_usable_definitions
kufalisi,no_usable_definitions
kufalisi,no_usable_definitions
kufasili,no_usable_definitions
kufasili,no_usable_definitions
kuenea,no_usable_definitions
kufaini,no_usable_definitions
kufaini,no_usable_definitions
kudhii,no_usable_definitions
kudhii,no_usable_definitions
kudhihirisha,no_usable_definitions
kudharau,no_usable_definitions
kudharau,no_usable_definitions
kudeki,no_usable_definitions
kudeki,no_usable_definitions
kuchemsha,no_usable_definitions
kuchinja,no_usable_definitions
kudaka,no_usable_definitions
kudarana,no_usable_definitions
kujamba,no_usable_definitions
kuumwa,no_usable_definitions
kusawijika,no_usable_definitions
kuuawa,no_usable_definitions
alikuwa,no_usable_definitions
kuonekana,no_usable_definitions
akaonekana,no_usable_definitions
walikuwa,no_usable_definitions
alisema,no_usable_definitions
kuwaambia,no_usable_definitions
kuuliza,no_usable_definitions
akaenda,no_usable_definitions
alifanya,no_usable_definitions
kuishi,no_usable_definitions
kuishi,no_usable_definitions
alikuja,no_usable_definitions
kuonyesha,no_usable_definitions
ingekuwa,no_usable_definitions
inaweza,no_usable_definitions
imekuwa,no_usable_definitions
kujifunza,no_usable_definitions
alichukua,no_usable_definitions
wanaonekana,no_usable_definitions
kutimiza,no_usable_definitions
je unanikamata,unknown_pos
unakamata,no_usable_definitions
unanikamata,no_usable_definitions
kudhuku,no_usable_definitions
kudhuku,no_usable_definitions
kugusa,no_usable_definitions
kushuhudia,no_usable_definitions
kushuhudiwa,no_usable_definitions
kukanyaga,no_usable_definitions
kupeana,no_usable_definitions
kuhusisha,no_usable_definitions
kufaulu,no_usable_definitions
kufaulu,no_usable_definitions
kutenganisha,no_usable_definitions
kubakia,no_usable_definitions
kupendeza,no_usable_definitions
kufikia,no_usable_definitions
kubuni,no_usable_definitions
kubuni,no_usable_definitions
kufaidi,no_usable_definitions
kufaidi,no_usable_definitions
kufuatwa,no_usable_definitions
kutiliwa,no_usable_definitions
kutiwa,no_usable_definitions
kuimarisha,no_usable_definitions
kufunika,no_usable_definitions
msalani,no_usable_definitions
akionyesha,no_usable_definitions
akiwa,no_usable_definitions
alijibu,no_usable_definitions
walio,no_usable_definitions
akisema,no_usable_definitions
kufikisha,no_usable_definitions
kufikishwa,no_usable_definitions
kuuzulu,no_usable_definitions
kuuzulu,no_usable_definitions
kujiuzulu,no_usable_definitions
anasema,no_usable_definitions
kuaga,no_usable_definitions
kuuaga,no_usable_definitions
kuwapa,no_usable_definitions
kunoa,no_usable_definitions
kuinoa,no_usable_definitions
kuwemo,no_usable_definitions
kuwemo,no_usable_definitions
akiwemo,no_usable_definitions
kuhakikisha,no_usable_definitions
kuzalisha,no_usable_definitions
ugani,no_usable_definitions
ikiwemo,no_usable_definitions
watakuwa,no_usable_definitions
kuhusika,no_usable_definitions
kunywewa,no_usable_definitions
kupewa,no_usable_definitions
kufiwa,no_usable_definitions
kupimwa,no_usable_definitions
kubomoa,no_usable_definitions
kubomolewa,no_usable_definitions
kulewa,no_usable_definitions
kukaliwa,no_usable_definitions
kuchemshwa,no_usable_definitions
kutabasamu,no_usable_definitions
kutabasamu,no_usable_definitions
kuhukumu,no_usable_definitions
kutaja,no_usable_definitions
kufadhaika,no_usable_definitions
kukithiri,no_usable_definitions
kukithiri,no_usable_definitions
kusababisha,no_usable_definitions
kunata,no_usable_definitions
kutathmini,no_usable_definitions
kutathmini,no_usable_definitions
kuzingira,no_usable_definitions
kuhuisha,no_usable_definitions
kuhusiana,no_usable_definitions
kusukuma,no_usable_definitions
kushiriki,no_usable_definitions
kushiriki,no_usable_definitions
kustaafu,no_usable_definitions
kustaafu,no_usable_definitions
kulea,no_usable_definitions
kulelewa,no_usable_definitions
njiani,no_usable_definitions
kusemea,no_usable_definitions
kuongezwa,no_usable_definitions
kuamua,no_usable_definitions
kukatisha,no_usable_definitions
kuuzia,no_usable_definitions
kufulia,no_usable_definitions
kununulia,no_usable_definitions
kushawishi,no_usable_definitions
kushawishi,no_usable_definitions
kukopa,no_usable_definitions
kutilia,no_usable_definitions
kuishia,no_usable_definitions
kutumbua,no_usable_definitions
kupea,no_usable_definitions
kukondesha,no_usable_definitions
kuibia,no_usable_definitions
kudanganya,no_usable_definitions
kudanganywa,no_usable_definitions
kuzira,no_usable_definitions
kushindwa,no_usable_definitions
kulaumiwa,no_usable_definitions
kulaumu,no_usable_definitions
kulaumu,no_usable_definitions
kukandamiza,no_usable_definitions
kuchenga,no_usable_definitions
kuchafya,no_usable_definitions
kustahili,no_usable_definitions
kustahili,no_usable_definitions
kuamini,no_usable_definitions
kuamini,no_usable_definitions
kufikiria,no_usable_definitions
kutambua,no_usable_definitions
kutambulisha,no_usable_definitions
kuzindua,no_usable_definitions
kupendana,no_usable_definitions
kujadili,no_usable_definitions
kujadili,no_usable_definitions
kujadiliana,no_usable_definitions
kuchezeana,no_usable_definitions
kupendelea,no_usable_definitions
kupendeleana,no_usable_definitions
kutoleana,no_usable_definitions
kutakiana,no_usable_definitions
kusamehe,no_usable_definitions
kusamehe,no_usable_definitions
kusameheana,no_usable_definitions
kufuliana,no_usable_definitions
kupokeleana,no_usable_definitions
kuoana,no_usable_definitions
kusaidiana,no_usable_definitions
kusalimiana,no_usable_definitions
kuchukuliana,no_usable_definitions
kununuliana,no_usable_definitions
kupapa,no_usable_definitions
kupooza,no_usable_definitions
kupigia,no_usable_definitions
kupigiana,no_usable_definitions
kukimbilia,no_usable_definitions
kukimbiliana,no_usable_definitions
kutofautisha,no_usable_definitions
kutokota,no_usable_definitions
kukaribia,no_usable_definitions
kuhoji,no_usable_definitions
kuhoji,no_usable_definitions
kusita,no_usable_definitions
kusitisha,no_usable_definitions
kusitishwa,no_usable_definitions
kuogofya,no_usable_definitions
kuwasiliana,no_usable_definitions
kujibika,no_usable_definitions
kuabiri,no_usable_definitions
kuabiri,no_usable_definitions
kutembeza,no_usable_definitions
kupora,no_usable_definitions
kuanguka,no_usable_definitions
kuchemka,no_usable_definitions
kulisha,no_usable_definitions
kupoteza,no_usable_definitions
kuogesha,no_usable_definitions
kukimbiza,no_usable_definitions
kukalika,no_usable_definitions
kusahaulika,no_usable_definitions
kufungika,no_usable_definitions
kuharibu,no_usable_definitions
kuharibu,no_usable_definitions
kukatika,no_usable_definitions
kuwezekana,no_usable_definitions
kuchomeka,no_usable_definitions
kuchezeka,no_usable_definitions
kuchimba,no_usable_definitions
kuchimbika,no_usable_definitions
kusemeka,no_usable_definitions
kusemekana,no_usable_definitions
kuchana,no_usable_definitions
kuchanika,no_usable_definitions
kushindika,no_usable_definitions
kushindikana,no_usable_definitions
kuchocheleka,no_usable_definitions
kusomeka,no_usable_definitions
kuchokoa,no_usable_definitions
kuchokolea,no_usable_definitions
kuchokoleka,no_usable_definitions
kufulika,no_usable_definitions
kupasuka,no_usable_definitions
kuzua,no_usable_definitions
kurindima,no_usable_definitions
kuuzwa,no_usable_definitions
kulipwa,no_usable_definitions
nguvuni,no_usable_definitions
kuingilia,no_usable_definitions
kudukua,no_usable_definitions
kudukuliwa,no_usable_definitions
kuhofu,no_usable_definitions
kuchafuka,no_usable_definitions
kung'aa,no_usable_definitions
kuchakachua,no_usable_definitions
kupatika,no_usable_definitions
kufichuliwa,no_usable_definitions
kufukuza,no_usable_definitions
kufukuzwa,no_usable_definitions
kuangamia,no_usable_definitions
kuangamiza,no_usable_definitions
kueleweka,no_usable_definitions
kufasiri,no_usable_definitions
kufasiri,no_usable_definitions
kuzuiwa,no_usable_definitions
mpakani,no_usable_definitions
kupasuliwa,no_usable_definitions
kushuku,no_usable_definitions
kushuku,no_usable_definitions
kushukiwa,no_usable_definitions
kukwama,no_usable_definitions
kukalia,no_usable_definitions
kuapa,no_usable_definitions
mwishoni,no_usable_definitions
kulindwa,no_usable_definitions
kushtaki,no_usable_definitions
kushtaki,no_usable_definitions
kushtakiwa,no_usable_definitions
kurukia,no_usable_definitions
kutapisha,no_usable_definitions
kupitapita,no_usable_definitions
Ujerumani Magharibi,no_usable_definitions
Ujerumani Mashariki,no_usable_definitions
kutembea,no_usable_definitions
kunyesha,no_usable_definitions
nendeni,no_usable_definitions
kuunga,no_usable_definitions
kusubiri,no_usable_definitions
kusubiri,no_usable_definitions
Amerika ya Kilatini,no_usable_definitions
kufanana,no_usable_definitions
kuwaza,no_usable_definitions
kupumua,no_usable_definitions
kuchokoza,no_usable_definitions
kuremba,no_usable_definitions
kusimulia,no_usable_definitions
Ukanda wa Gaza,no_usable_definitions
kukanda,no_usable_definitions
kutupa,no_usable_definitions
kukodoa,no_usable_definitions
kuvuruga,no_usable_definitions
karibu chakula,unknown_pos
kubarikiwa,no_usable_definitions
kugeuka,no_usable_definitions
kugeuza,no_usable_definitions
kuhama,no_usable_definitions
kushona,no_usable_definitions
kuvuja,no_usable_definitions
kuvuka,no_usable_definitions
kuziba,no_usable_definitions
kuzibua,no_usable_definitions
kuvumbua,no_usable_definitions
kutibu,no_usable_definitions
kuaka,no_usable_definitions
kuhonga,no_usable_definitions
kuhongwa,no_usable_definitions
kuhamasisha,no_usable_definitions
kuzurura,no_usable_definitions
kung'oa,no_usable_definitions
kuegemea,no_usable_definitions
kuegemeza,no_usable_definitions
kutegua,no_usable_definitions
kuuguza,no_usable_definitions
kuhatarisha,no_usable_definitions
kutafiti,no_usable_definitions
kuchapisha,no_usable_definitions
kubalehe,no_usable_definitions
kudhuru,no_usable_definitions
kushambulia,no_usable_definitions
kufundishwa,no_usable_definitions
kujasiri,no_usable_definitions
kutajirika,no_usable_definitions
kutumikia,no_usable_definitions
kuajiriwa,no_usable_definitions
kuajabu,no_usable_definitions
kuchapa,no_usable_definitions
kuteleza,no_usable_definitions
kusajili,no_usable_definitions
kuchumbishwa,no_usable_definitions
kubisha,no_usable_definitions
kubishana,no_usable_definitions
kuoka,no_usable_definitions
kufurahisha,no_usable_definitions
kuharakisha,no_usable_definitions
kukemea,no_usable_definitions
kuegesha,no_usable_definitions
kutatua,no_usable_definitions
kutata,no_usable_definitions
kurarua,no_usable_definitions
kuahiri,no_usable_definitions
kuahirisha,no_usable_definitions
kubinafsishwa,no_usable_definitions
kuahirishwa,no_usable_definitions
kuhadithia,no_usable_definitions
kuharibiwa,no_usable_definitions
kuibwa,no_usable_definitions
kusafishwa,no_usable_definitions
kuvamia,no_usable_definitions
kupeleka,no_usable_definitions
kuzunguka,no_usable_definitions
kuchanganya,no_usable_definitions
kuhudhuria,no_usable_definitions
kuazima,no_usable_definitions
kualika,no_usable_definitions
kualikwa,no_usable_definitions
kuhimiza,no_usable_definitions
kuungua,no_usable_definitions
kufurika,no_usable_definitions
kupambana,no_usable_definitions
kujichagulia,no_usable_definitions
kukabidhi,no_usable_definitions
kuchuja,no_usable_definitions
kukausha,no_usable_definitions
kukaushwa,no_usable_definitions
kumenya,no_usable_definitions
kupenya,no_usable_definitions
kupatia,no_usable_definitions
kuradhi,no_usable_definitions
jisajili,no_usable_definitions
kueleka,no_usable_definitions
kuketi,no_usable_definitions
kupisha,no_usable_definitions
kuchonga,no_usable_definitions
kudhuria,no_usable_definitions
kuorodhesha,no_usable_definitions
kupeleleza,no_usable_definitions
kubandika,no_usable_definitions
kujitahidi,no_usable_definitions
kusumbuliwa,no_usable_definitions
kuteremka,no_usable_definitions
kunajisi,no_usable_definitions
kubaka,no_usable_definitions
kubakwa,no_usable_definitions
kuchora,no_usable_definitions
kuchorwa,no_usable_definitions
kuratibu,no_usable_definitions
kuripoti,no_usable_definitions
kurepoti,no_usable_definitions
kutahadharisha,unknown_pos
kuwazia,no_usable_definitions
kupapasa,no_usable_definitions
kuamrisha,no_usable_definitions
kuamriwa,no_usable_definitions
kuchunguza,no_usable_definitions
kufanikia,no_usable_definitions
kujisajili,no_usable_definitions
kudhania,no_usable_definitions
kukoroga,no_usable_definitions
kuelekea,no_usable_definitions
kuagua,no_usable_definitions
kupepea,no_usable_definitions
kutengenezwa,no_usable_definitions
kukarabati,no_usable_definitions
kuzuru,no_usable_definitions
kuendelea,no_usable_definitions
ardhini,no_usable_definitions
kutongoza,no_usable_definitions
hasira ya mkizi furaha ya mvuvi,unknown_pos
kuogopa,no_usable_definitions
kunyoa,no_usable_definitions
kukohoa,no_usable_definitions
kujali,no_usable_definitions
kutawala,no_usable_definitions
kupinga,no_usable_definitions
kuganga,no_usable_definitions
kutanga,no_usable_definitions
kuangaza,no_usable_definitions
kusambaza,no_usable_definitions
kuporomoka,no_usable_definitions
kuwiana,no_usable_definitions
kutoroka,no_usable_definitions
kukazana,no_usable_definitions
kuunda,no_usable_definitions
kuheshimu,no_usable_definitions
kulaza,no_usable_definitions
kukabili,no_usable_definitions
kukabiliana,no_usable_definitions
kukomboa,no_usable_definitions
kubagua,no_usable_definitions
kusherekea,no_usable_definitions
kusherehekea,no_usable_definitions
kupimisha,no_usable_definitions
kutomba,no_usable_definitions
kubaguliwa,no_usable_definitions
kuigiza,no_usable_definitions
kutaliki,no_usable_definitions
kuamiri,no_usable_definitions
kuamkia,no_usable_definitions
kuteketea,no_usable_definitions
kuteketeza,no_usable_definitions
kufuma,no_usable_definitions
kutegea,no_usable_definitions
kutania,no_usable_definitions
kutarajia,no_usable_definitions
kudamka,no_usable_definitions
kutasa,no_usable_definitions
kutalikiwa,no_usable_definitions
kudumu,no_usable_definitions
kuhariri,no_usable_definitions
kupakia,no_usable_definitions
kupakua,no_usable_definitions
kupalilia,no_usable_definitions
kung'ata,no_usable_definitions
kung'atwa,no_usable_definitions
kukisi,no_usable_definitions
kusakata,no_usable_definitions
kutogwa,no_usable_definitions
kuambatana,no_usable_definitions
kuchipua,no_usable_definitions
kustahabu,no_usable_definitions
kukosoa,no_usable_definitions
kubopa,no_usable_definitions
kukirihi,no_usable_definitions
kuonyana,no_usable_definitions
kujeruhiwa,no_usable_definitions
kuhitimu,no_usable_definitions
kutinga,no_usable_definitions
kuchomachoma,no_usable_definitions
kuunganisha,no_usable_definitions
kupongeza,no_usable_definitions
kusifu,no_usable_definitions
kulundika,no_usable_definitions
kushusha,no_usable_definitions
kumimina,no_usable_definitions
kupamba,no_usable_definitions
kukawia,no_usable_definitions
kuzidi,no_usable_definitions
kuchesha,no_usable_definitions
kuchukiza,no_usable_definitions
kuchangia,no_usable_definitions
kupumbaza,no_usable_definitions
kupumbaa,no_usable_definitions
kuchanganua,no_usable_definitions
kuchambua,no_usable_definitions
kutuhumu,no_usable_definitions
kutuhumia,no_usable_definitions
kutuhumiwa,no_usable_definitions
kutuhumika,no_usable_definitions
kuchea,no_usable_definitions
kuvurugika,no_usable_definitions
kushtumu,no_usable_definitions
kuibua,no_usable_definitions
kutumaini,no_usable_definitions
kusaza,no_usable_definitions
kurundika,no_usable_definitions
kuchubua,no_usable_definitions
kusaka,no_usable_definitions
kuzoza,no_usable_definitions
kujasiria,no_usable_definitions
kujidai,no_usable_definitions
kunyima,no_usable_definitions
kunyimwa,no_usable_definitions
kudokeza,no_usable_definitions
kutamani,no_usable_definitions
kuhitajika,no_usable_definitions
kufikirika,no_usable_definitions
kutamanika,no_usable_definitions
kusemwa,no_usable_definitions
kujaribiwa,no_usable_definitions
kushughulika,no_usable_definitions
yasipatwe,no_usable_definitions
kushushika,no_usable_definitions
kushushwa,no_usable_definitions
kusihi,no_usable_definitions
kusomwa,no_usable_definitions
kusomesha,no_usable_definitions
kudakiza,no_usable_definitions
kukanganya,no_usable_definitions
kuinama,no_usable_definitions
kukodolea,no_usable_definitions
kushirikiana,no_usable_definitions
kuliwaza,no_usable_definitions
kutamanisha,no_usable_definitions
kupasha,no_usable_definitions
kufanyisha,no_usable_definitions
kufinyanga,no_usable_definitions
kufanyia,no_usable_definitions
kufanyiana,no_usable_definitions
kubusiana,no_usable_definitions
kubebana,no_usable_definitions
kubebwa,no_usable_definitions
kuibuka,no_usable_definitions
kuandalia,no_usable_definitions
kurusha,no_usable_definitions
kuchaji,no_usable_definitions
kuasi,no_usable_definitions
kufufua,no_usable_definitions
kupindua,no_usable_definitions
kupinduza,no_usable_definitions
kutema,no_usable_definitions
kutoshea,no_usable_definitions
kuimarika,unknown_pos
kugugumiza,no_usable_definitions
kukokotoa,no_usable_definitions
kukokota,no_usable_definitions
kuthamini,no_usable_definitions
kuthubutu,no_usable_definitions
kugawia,no_usable_definitions
kuzeeka,no_usable_definitions
kudhikiri,no_usable_definitions
kukwaruza,no_usable_definitions
kukwaruzana,no_usable_definitions
kufuzu,no_usable_definitions
kudinda,no_usable_definitions
kulangua,no_usable_definitions
kulaghai,no_usable_definitions
kuungana,no_usable_definitions
kuagwa,no_usable_definitions
kuafiki,no_usable_definitions
kuafiki,no_usable_definitions
kuadhibiwa,no_usable_definitions
kuadhibika,no_usable_definitions
kuandikisha,no_usable_definitions
kuandikishwa,no_usable_definitions
kuandikiza,no_usable_definitions
kuangukia,no_usable_definitions
kuangushwa,no_usable_definitions
kuania,no_usable_definitions
kuanzwa,no_usable_definitions
kubana,no_usable_definitions
kubinafsisha,no_usable_definitions
kubariki,no_usable_definitions
kubariki,no_usable_definitions
kuchacha,no_usable_definitions
kuchanja,no_usable_definitions
kuchanua,no_usable_definitions
kucharaza,no_usable_definitions
kuchewa,no_usable_definitions
kuchezwa,no_usable_definitions
kuchuma,no_usable_definitions
kuchumbisha,no_usable_definitions
kudonoa,no_usable_definitions
kudumisha,no_usable_definitions
kuelea,no_usable_definitions
kuendea,no_usable_definitions
kuhara,no_usable_definitions
kueua,no_usable_definitions
kufanyiza,no_usable_definitions
kufanywa,no_usable_definitions
kufeli,no_usable_definitions
kufeli,no_usable_definitions
kufisha,no_usable_definitions
kufoka,no_usable_definitions
kufungana,no_usable_definitions
kufungia,no_usable_definitions
kufura,no_usable_definitions
kuganda,no_usable_definitions
